Remetente - Nome;Veículo - Placa;CTE;Data emissão Cte; Total ;Mês emissão Cte;REQ/TMC/N° Embarque;Data RQ/TMC;Data Envio do processo Faturamento;Faturas;Data INCLUSÃO Fatura Bsoft;1° Envio;Data do atesto;Envio final;OBSERVAÇÃO
BAKER HUGHES DO BRASIL LTDA;KPG7I19;961;26/jun/25;R$ 1.325,67;jun/25;;26/jun/25;26/jun/25;1629;17/jul/25;17/jul/25;16/jul/25;17/jul/25;"OC 961
Product line	DS
Cost center	220160033
GL Account	500210
Status	Invoice audited and approved
Email	fabrizio.carvalho@bakerhughes.com"
BAKER HUGHES DO BRASIL LTDA;KYN6481;960;18/jun/25;R$ 1.653,68;jun/25;;18/jun/25;18/jun/25;1628;17/jul/25;17/jul/25;16/jul/25;17/jul/25;"OC 960
Product line	DS
Cost center	120158021
GL Account	500210
Status	Invoice audited and approved
Email	Davyson.dias@bakerhughes.com"
BAKER HUGHES DO BRASIL LTDA;LSB2007;22393;30/jul/25;R$ 937,67;jul/25;522917663;30/jul/25;30/jul/25;;;;;;"Carga agendada #: 522917663   BRAEX 25 0348 -    DS120158023   CONTA CONTABIL 500210  Veiculo Placa: LSB2007  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KPG7I19;958;18/jun/25;R$ 952,18;jun/25;;18/jun/25;18/jun/25;1627;17/jul/25;17/jul/25;16/jul/25;17/jul/25;"OC 958
Product line	DS
Cost center	220160033
GL Account	500210
Status	Invoice audited and approved
Email	fabrizio.carvalho@bakerhughes.com"
BAKER HUGHES DO BRASIL LTDA;KPG7I19;957;18/jun/25;R$ 535,78;jun/25;;18/jun/25;18/jun/25;1626;17/jul/25;13/mai/25;16/jul/25;17/jul/25;"OC 957
Product line	ALS
Cost center	240110030
GL Account	500210
Status	Invoice audited and approved
Email	fabrizio.carvalho@bakerhughes.com"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;956;18/jun/25;R$ 6.249,24;jun/25;;18/jun/25;18/jun/25;1625;04/jul/25;03/jul/25;04/jul/25;04/jul/25;"OC 956
Product line	CWI
Cost center	170151600
GL Account	500210
Status	Invoice audited and approved
Email	janice.pedro@bakerhughes.com"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;955;14/jun/25;R$ 705,26;jun/25;;14/jun/25;14/jun/25;1614;03/jul/25;17/jun/25;03/jul/25;03/jul/25;
BAKER HUGHES DO BRASIL LTDA;KYN6481;954;13/jun/25;R$ 4.153,18;jun/25;;13/jun/25;13/jun/25;1615;03/jul/25;17/jun/25;03/jul/25;03/jul/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;952;12/jun/25;R$ 635,85;jun/25;;12/jun/25;12/jun/25;1616;03/jul/25;12/jun/25;17/jul/25;17/jul/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;22392;30/jul/25;R$ 742,89;jul/25;522785732;30/jul/25;30/jul/25;;;31/jul/25;;;"Carga agendada #: 522785732   BRA EX 25 0351 DB160160010  CONTA CONTABIL 500210      Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;951;10/jun/25;R$ 566,63;jun/25;;10/jun/25;10/jun/25;1617;03/jul/25;12/jun/25;03/jul/25;03/jul/25;
BAKER HUGHES DO BRASIL LTDA;KYE1I22;950;10/jun/25;R$ 526,31;jun/25;;10/jun/25;10/jun/25;1618;03/jul/25;12/jun/25;03/jul/25;03/jul/25;
BAKER HUGHES DO BRASIL LTDA;KYE1I22;949;10/jun/25;R$ 536,31;jun/25;;10/jun/25;10/jun/25;1619;10/jun/25;12/jun/25;04/jul/25;04/jul/25;
BAKER HUGHES DO BRASIL LTDA;KYN6481;948;09/jun/25;R$ 1.405,11;jun/25;;09/jun/25;09/jun/25;1620;09/jun/25;12/jun/25;04/jul/25;04/jul/25;
BAKER HUGHES DO BRASIL LTDA;KYN6481;947;06/jun/25;R$ 897,55;jun/25;;06/jun/25;06/jun/25;1621;11/jun/25;12/jun/25;04/jul/25;04/jul/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;946;06/jun/25;R$ 1.055,78;jun/25;;06/jun/25;06/jun/25;1622;06/jun/25;12/jun/25;04/jul/25;04/jul/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;945;05/jun/25;R$ 1.058,27;jun/25;;05/jun/25;05/jun/25;1623;05/jun/25;12/jun/25;04/jul/25;04/jul/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;943;03/jun/25;R$ 1.162,10;jun/25;;03/jun/25;03/jun/25;1612;18/jun/25;09/jun/25;18/jun/25;18/jun/25;
BAKER HUGHES DO BRASIL LTDA;KYN6481;942;03/jun/25;R$ 1.255,94;jun/25;;03/jun/25;03/jun/25;1611;18/jun/25;09/jun/25;18/jun/25;18/jun/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;22391;30/jul/25;R$ 643,90;jul/25;522785732;30/jul/25;30/jul/25;;;31/jul/25;;;"Carga agendada #: 522785732    BRA EX 25 0355   ALS140010000   CONTA CONTABIL 500210       Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;941;30/mai/25;R$ 732,38;;;30/mai/25;30/mai/25;1610;18/jun/25;09/jun/25;18/jun/25;18/jun/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;940;29/mai/25;R$ 957,89;mai/25;;29/mai/25;29/mai/25;1609;18/jun/25;09/jun/25;18/jun/25;18/jun/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;22390;30/jul/25;R$ 693,70;jul/25;522785732;30/jul/25;30/jul/25;;;31/jul/25;;;"Carga agendada #: 522785732    BRA EX 25 0354   DS120158023  CONTA CONTABIL 500210    Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KPG7I19;22389;30/jul/25;R$ 867,19;jul/25;523325777;30/jul/25;30/jul/25;;;;;;"Carga agendada #: 523325777   BRA IM 25 1824  DB CC 160053200   CONTA CONTABIL 500210   Veiculo Placa: KPG7I19  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KOR7G99;22026;08/mai/25;R$ 949,98;mai/25;" 514238996
";08/mai/25;08/mai/25;5024714;28/mai/25;08/mai/25;21/mai/25;21/mai/25;" Carga agendada #: 514238996     BRA EX 25 0216    -0203   WS CC 110141008   CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;22016;07/mai/25;R$ 1.753,91;mai/25;514048431;07/mai/25;07/mai/25;5024705;28/mai/25;07/mai/25;21/mai/25;21/mai/25;"Carga agendada #: 514048431      BRA IM 25 0277   -1529-  1245- 1443- 1436- 1257- 1447- 1462- 1261- 0406- 1444- 1434   DS  CC 120158023 CONTA CONTABIL 500210    Veiculo Placa: KQO5E26  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;22015;07/mai/25;R$ 715,47;mai/25;514321438;07/mai/25;09/mai/25;5024704;28/mai/25;09/mai/25;21/mai/25;21/mai/25;"Carga agendada #: 514321438    BRA IM 25 1202  - 1370- 1211- 1066  ALS CC 140010000  CONTA CONTABIL 500210 CAMINHÃO TRUCK   Veiculo Placa: KYE1I22  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;22014;07/mai/25;R$ 1.085,61;mai/25;514321438;07/mai/25;09/mai/25;5024703;28/mai/25;09/mai/25;21/mai/25;21/mai/25;"Carga agendada #: 514321438   BRA IM 25 1459  - 1450- 0821- 1266  DS CC 120158023 CONTA CONTABIL 500210  CAMINHÃO TRUCK Veiculo Placa: KYE1I22  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;22013;07/mai/25;R$ 2.887,51;mai/25;514321438;07/mai/25;09/mai/25;5024702;28/mai/25;09/mai/25;21/mai/25;21/mai/25;"Carga agendada #: 514321438   BRA IM 25 1080 - 1198- 1601- 1086- 1471- 0556- 0768  WS CC 110141008 CONTA CONTABIL 500210  CAMINHÃO TRUCK   Veiculo Placa: KYE1I22  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;22012;07/mai/25;R$ 1.852,87;mai/25;514321438;07/mai/25;09/mai/25;5024701;28/mai/25;09/mai/25;21/mai/25;21/mai/25;"Carga agendada #: 514321438    BRA IM 25 0991- 1420- 1411- 1412   CWI  CC 870151700 CONTA CONTABIL 500210   CAMINHÃO TRUCK Veiculo Placa: KYE1I22  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;22011;07/mai/25;R$ 916,82;mai/25;514321438;07/mai/25;09/mai/25;5024700;28/mai/25;09/mai/25;21/mai/25;21/mai/25;"Carga agendada #: 514321438   BRA IM 25 1280  -1318-  1410    PP  CC 175160000  CONTA CONTABIL 500210   CAMINHÃO TRUCK Veiculo Placa: KYE1I22  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;927;07/mai/25;R$ 965,43;mai/25;;07/mai/25;08/mai/25;1580;21/mai/25;08/mai/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KYN6481;926;06/mai/25;R$ 3.314,46;mai/25;;06/mai/25;08/mai/25;1579;21/mai/25;08/mai/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;925;06/mai/25;R$ 668,42;mai/25;;06/mai/25;08/mai/25;1578;21/mai/25;08/mai/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;924;30/abr/25;R$ 631,57;abr/25;;30/abr/25;06/mai/25;1577;21/mai/25;06/mai/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KYN6481;21927;14/abr/25;R$ 1.548,93;abr/25;511881359;14/abr/25;24/abr/25;5024622;27/mai/25;24/abr/25;20/mai/25;20/mai/25;"Carga Ofertada #: 511881359      BRA IM 25 0909-0910-  1063-1067- 0710- 0880- 0906-0907 - 0908  ALS CC 140010000 CONTA CONTABIL 500210  EXTENSIVA Veiculo Placa: KYN6481  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYN6481;21925;14/abr/25;R$ 1.151,46;abr/25;511881359;14/abr/25;24/abr/25;5024620;27/mai/25;24/abr/25;20/mai/25;20/mai/25;"Carga Ofertada #: 511881359     BRA IM 25 0551-1082   WS CC 110141008 CONTA CONTABIL 500210    EXTENSIVA  Veiculo Placa: KYN6481  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21922;14/abr/25;R$ 2.834,36;abr/25;511505820;14/abr/25;15/abr/25;5024618;27/mai/25;15/abr/25;20/mai/25;20/mai/25;"Carga agendada #: 511505820   BRA EX 25 0182    DS 120158023  CONTA CONTABIL 500210    Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KOR7G99;21920;14/abr/25;R$ 2.820,53;abr/25;511505820;14/abr/25;15/abr/25;5024616;27/mai/25;15/abr/25;20/mai/25;20/mai/25;"Carga agendada #: 511505820    BRA EX 25 0162-   -0176-0173   DS 120158023  CONTA CONTABIL 500210    F OUTROS 2 = AD PRODUTO QUIMICO Veiculo Placa: KOR7G99  -  Motorista: LEANDRO DOS SANTOS SOUSA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KQO5E26;21918;14/abr/25;R$ 991,38;abr/25;511268432;14/abr/25;15/abr/25;5024614;27/mai/25;15/abr/25;20/mai/25;20/mai/25;"Carga agendada #: 511268432    BRA EX 25 0165 -0101  DS 120158023   CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: LEANDRO DOS SANTOS SOUSA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21917;14/abr/25;R$ 1.077,52;abr/25;511772485;14/abr/25;15/abr/25;5024613;27/mai/25;15/abr/25;20/mai/25;20/mai/25;"Carga agendada #: 511772485     BRA IM 25 0358-0708- 0885-  0883- 0903- 0895   ALS   CC 140010000 CONTA CONTABIL 500210    CAMINHÃO TOCO Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21915;14/abr/25;R$ 2.996,22;abr/25;511772485;14/abr/25;15/abr/25;5024611;27/mai/25;15/abr/25;20/mai/25;20/mai/25;"Carga agendada #: 511772485     BRA IM 25 0992  -  0164-1000-   0932-0994-  0989-  0856- 1095- 1106- 1108- 1016  CWI  CC 870151700  CONTA CONTABIL 500210     CAMINHÃO TOCO   Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;921;11/abr/25;R$ 1.061,05;abr/25;;15/abr/25;15/abr/25;1573;21/mai/25;15/abr/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KYE1I22;21913;10/abr/25;R$ 523,33;abr/25;511643326;10/abr/25;15/abr/25;5024609;27/mai/25;15/abr/25;20/mai/25;20/mai/25;"Carga agendada #: 511643326    BRA IM 25 1157     WS CC 110141008  CONTA CONTABIL 500210  CAMINHAO TOCO Veiculo Placa: KYE1I22  -  Motorista: MARCOS PAULO  BARRETO LUIZ;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;21911;10/abr/25;R$ 4.251,67;abr/25;511643326;10/abr/25;15/abr/25;5024607;27/mai/25;15/abr/25;20/mai/25;20/mai/25;"Carga agendada #: 511643326     BRA IM 25 0999  - 0853- 0985- 0944-  0035-  0996-  CWI  CC 870151700 CONTA CONTABIL 500210   Veiculo Placa: KYE1I22  -  Motorista: MARCOS PAULO  BARRETO LUIZ;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;21906;10/abr/25;R$ 1.184,33;abr/25;511465513;10/abr/25;15/abr/25;5024603;27/mai/25;15/abr/25;20/mai/25;20/mai/25;"Carga agendada #: 511465513    BRA IM 25 0294 - 0294  WS CC 110141008  CONTA CONTABIL 500210   CAMINHAO TOCO  Veiculo Placa: KYE1I22  -  Motorista: MARCOS PAULO  BARRETO LUIZ;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21901;09/abr/25;R$ 6.164,02;abr/25;511091297;09/abr/25;15/abr/25;5024598;27/mai/25;15/abr/25;20/mai/25;20/mai/25;"  Carga agendada #: 511091297       BRA EX 25 0167  - 0168  WS 110141008  CONTA CONTABIL 500210    Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYN6481;922;09/abr/25;R$ 1.250,37;abr/25;;09/abr/25;15/abr/25;1574;21/mai/25;15/abr/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KYN6481;920;08/abr/25;R$ 1.374,23;abr/25;;08/abr/25;15/abr/25;1572;21/mai/25;15/abr/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21896;07/abr/25;R$ 770,29;abr/25;511151069;07/abr/25;14/abr/25;5024589;28/abr/25;14/abr/25;07/mai/25;07/mai/25;"Carga Ofertada #: 511151069    BRA IM 25 1007   PP   CC 175160000  CONTA CONTABIL 500210   CAMINHÃO TOCO    Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;923;04/abr/25;R$ 4.426,82;abr/25;;04/abr/25;29/abr/25;1576;21/mai/25;29/abr/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KYE1I22;21888;03/abr/25;R$ 1.995,65;abr/25;510870989;03/abr/25;08/abr/25;5024582;28/abr/25;08/abr/25;07/mai/25;07/mai/25;"Carga Ofertada #: 510870989   BRA IM 25 0857   PP  CC 175160000 CONTA CONTABIL 500210    Veiculo Placa: KYE1I22  -  Motorista: MARCOS PAULO  BARRETO LUIZ;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYE1I22;21882;02/abr/25;R$ 1.448,59;abr/25;510673202;02/abr/25;07/abr/25;5024576;28/abr/25;07/abr/25;07/mai/25;07/mai/25;"Carga agendada #: 510673202       BRA IM 25 1005  -   1011  PP   CC 175160000    CONTA CONTABIL 500210   CAMINHÃO  TRUCK     Veiculo Placa: KYE1I22  -  Motorista: MARCOS PAULO  BARRETO LUIZ;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21861;28/mar/25;R$ 1.472,04;mar/25;;28/mar/25;03/abr/25;5024556;28/abr/25;03/abr/25;06/mai/25;06/mai/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;915;28/mar/25;R$ 632,47;mar/25;;28/mar/25;03/abr/25;;;03/abr/25;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;914;27/mar/25;R$ 526,42;mar/25;;27/mar/25;28/mar/25;1570;06/mai/25;28/mar/25;06/mai/25;06/mai/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;913;27/mar/25;R$ 905,26;mar/25;;27/mar/25;28/mar/25;1568;06/mai/25;28/mar/25;06/mai/25;06/mai/25;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;912;26/mar/25;R$ 3.283,73;mar/25;;26/mar/25;28/mar/25;1569;06/mai/25;28/mar/25;06/mai/25;06/mai/25;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;907;18/mar/25;R$ 1.214,18;mar/25;;18/mar/25;24/mar/25;1567;09/abr/25;24/mar/25;06/mai/25;06/mai/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;906;18/mar/25;R$ 1.137,55;mar/25;;18/mar/25;24/mar/25;1566;06/mai/25;24/mar/25;06/mai/25;06/mai/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21805;17/mar/25;R$ 449,26;mar/25;508673943;17/mar/25;25/mar/25;5024494;28/mar/25;25/mar/25;10/abr/25;10/abr/25;"Carga agendada #: 508673943    BRA IM 25 0534  OIC 350090753  CONTA CONTABIL 500210   CAMINHÃO TOCO Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21802;17/mar/25;R$ 1.283,33;mar/25;508673943;17/mar/25;18/mar/25;5024491;28/mar/25;18/mar/25;27/mar/25;27/mar/25;"Carga agendada #: 508673943    BRA IM 25 0376 -0375-     BRA IM 24 4014  WS CC 110141008  CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21801;13/mar/25;R$ 2.307,06;mar/25;508395344;13/mar/25;24/mar/25;5024495;28/mar/25;24/mar/25;10/abr/25;10/abr/25;"Carga agendada #: 508395344    BRA EX 25 0089   WS 110141008  CONTA CONTABIL 500210   Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21800;17/mar/25;R$ 1.763,97;mar/25;508673943;17/mar/25;18/mar/25;5024490;28/mar/25;18/mar/25;20/mai/25;20/mai/25;"   Carga agendada #: 508673943    BRA IM 25 0420 - 0844-0496-  0846 -  0461- 0849 - 0041-0443- 0459  CWI  CC 870151700  CONTA CONTABIL 500210    CAMINHÃO TOCO   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;904;14/mar/25;R$ 1.459,47;mar/25;;14/mar/25;17/mar/25;1565;06/mai/25;17/mar/25;06/mai/25;06/mai/25;
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21796;12/mar/25;R$ 1.189,38;mar/25;508003755;12/mar/25;14/mar/25;5024486;28/mar/25;14/mar/25;27/mar/25;27/mar/25;"Carga agendada #: 508003755      BRA EX 25 0099-      DS120158023   CONTA CONTABIL 500210  Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21791;13/mar/25;R$ 2.601,46;mar/25;;12/mar/25;17/mar/25;5024481;28/mar/25;17/mar/25;27/mar/25;27/mar/25;"BRA IM 25 0375  -  0536  WS CC 110141008  CONTA CONTABIL 500210   CAMINHÃO TOCO  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21789;11/mar/25;R$ 565,81;mar/25;508186383;11/mar/25;13/mar/25;5024479;28/mar/25;13/mar/25;27/mar/25;27/mar/25;"Carga agendada #: 508186383   BRA IM 25 0791  PP  175160000  CONTA CONTABIL 500210   CAMINHÃO TOCOVeiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21788;11/mar/25;R$ 1.938,09;mar/25;508186383;11/mar/25;13/mar/25;5024478;28/mar/25;13/mar/25;27/mar/25;27/mar/25;"  Carga agendada #: 508186383  BRA IM 25 0465- 0474  -0466-0470 - 0037  CWI  CC 870151700 CONTA CONTABIL 500210    CAMINHÃO TOCO Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21786;11/mar/25;R$ 947,20;mar/25;508186383;11/mar/25;13/mar/25;5024476;28/mar/25;13/mar/25;27/mar/25;27/mar/25;"Carga agendada #: 508186383  BRA IM 25 0381  - 0405- 0263- 0393-  0113- 0578  -0580 -0581  DS CC 120158023 CONTA CONTABIL 500210   CAMINHÃO TOCO Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21785;11/mar/25;R$ 566,75;mar/25;508186383;11/mar/25;13/mar/25;5024475;28/mar/25;13/mar/25;27/mar/25;27/mar/25;"Carga agendada #: 508186383   BRA IM 25 0509  -0206  AL CC 140010000  CONTA CONTABIL 500210  CAMINHÃO TOCO Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21781;10/mar/25;R$ 1.425,60;mar/25;508098839;10/mar/25;12/mar/25;5024470;13/mar/25;12/mar/25;27/mar/25;27/mar/25;"Carga agendada #:508098839   -  BRA IM 25 0681-0587 -0583 ~0680 -0683 -0677 -0571 -0401  DS  - CC 120158023 -  CONTA CONTABIL 500210;
CAMINHAO TOCO - Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21780;10/mar/25;R$ 802,13;mar/25;508098839;10/mar/25;12/mar/25;5024469;13/mar/25;12/mar/25;27/mar/25;27/mar/25;"Carga agendada #:508098839  -  BRA IM 25 0349   AL  -  CC 140010000  -  CONTA CONTABIL 500210;
CAMINHAO TOCO Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21778;07/mar/25;R$ 871,13;mar/25;507883063;07/mar/25;12/mar/25;5024467;13/mar/25;12/mar/25;27/mar/25;27/mar/25;"Carga agendada #: 507883063    BRA IM 25 0234- 0377   WS CC 110141008  CONTA CONTABIL 500210   CAMINHÃO TOCO  Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21777;07/mar/25;R$ 854,29;mar/25;507883063;07/mar/25;12/mar/25;5024466;13/mar/25;12/mar/25;27/mar/25;27/mar/25;"Carga agendada #: 507883063    BRA IM 25 0687 -0407  DS  CC 120158023   CONTA CONTABIL 500210   CAMINHAO TOCO   Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21775;07/mar/25;R$ 2.114,71;mar/25;506848558;07/mar/25;11/mar/25;5024464;13/mar/25;11/mar/25;20/mai/25;20/mai/25;"Carga agendada #: 506848558    BRA EX 25 0076 -0096   DS120158023  CONTA CONTABIL 500210   Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
